Campaign,Chapter,Guid,Description,Container,Stage,X,Y,Z,Pitch,Yaw,Roll,Tags,Include,Exclude,Events
Ethan,7,391416ef-d883-4dc7-9eef-1e56cbebd2f9,Golden Hourglass x1,chest,50401,0,0,0,0,0,0,,treasure,,
Ethan,7,db7ce189-2498-4cbe-9c40-55df210d1ffb,Gold Bar x1,smallkey,50401,0,0,0,0,0,0,,treasure weapon,,
Ethan,7,1441b2df-fbba-4847-baf5-28bb6b8892e7,Gold Bangle x1,chest,50505,0,0,0,0,0,0,,treasure,,
Ethan,9,1341a0a6-9d19-42df-a775-87fd7042bef0,Justitia Statue x1,key,50401,0,0,0,0,0,0,,treasure,,
Ethan,7,d5bb6d76-8718-4eaf-ab7f-d96583114f85,Elegant Perfume Bottle x1,chest,50401,0,0,0,0,0,0,,treasure,,
Ethan,7,6765f856-84a8-44ab-bc92-6d2c0057c46d,Rifle Ammo x5,,50300,0,0,0,0,0,0,,,,
Ethan,7,d8d360c1-7a8e-4794-b70c-5cbddfaa8272,Gunpowder x5,,50300,0,0,0,0,0,0,,,,
Ethan,7,e138686c-732f-4a46-91a3-d7257eef7adc,Resource (Large) x1,,50300,0,0,0,0,0,0,,,,
Ethan,7,423a7b86-caee-4c10-8fd6-a36e228246ff,Yellow Herb x1,,50401,0,0,0,0,0,0,,,,
Ethan,7,3da1e70f-7163-4c42-9b57-662a91aa5943,Dungeon Key x1,,50502,0,0,0,0,0,0,,,,
Ethan,7,1f4f40ab-d6b2-4352-861e-32b239e1e7db,Handgun Ammo x8,,50502,0,0,0,0,0,0,,,,
Ethan,7,fc9e689d-14d8-4299-9ad5-9131fc6e1f21,Shotgun Shells x3,,50502,0,0,0,0,0,0,,,,
Ethan,7,95d76646-6e74-4ff9-8f0a-36ec02ccc960,Handgun Ammo x8,,50503,0,0,0,0,0,0,,,,
Ethan,7,c2b45369-eda9-47a5-8f5b-9836d6f63638,Handgun Ammo x10,,50503,0,0,0,0,0,0,,,,
Ethan,7,932f30b4-a523-4bf3-95a6-d787f6e297eb,Red Herb x1,,50501,0,0,0,0,0,0,,,,
Ethan,7,e32dc31d-4067-414e-9249-ee7e42dd2512,Halo Wheel x1,,50601,0,0,0,0,0,0,,,,
Ethan,7,65fd77bd-0588-4498-bcec-2c92a52a8a90,Red Herb x1,,50601,0,0,0,0,0,0,,,,
Ethan,7,ce9f099b-c245-43e4-af69-2364190b5b65,Handgun Ammo x10,,50601,0,0,0,0,0,0,,,,
Ethan,7,7f135561-a3e1-4ef7-865f-5973a79d6f48,Shotgun Shells x3,,50601,0,0,0,0,0,0,,,,
Ethan,7,a35c8a09-7edf-4ada-9845-dce6bf4e2471,Resource (Large) x1,,50601,0,0,0,0,0,0,,,,
Ethan,7,53662d42-8b85-4b5e-a9a1-2e562ca21abd,Gunpowder x5,,50601,0,0,0,0,0,0,,,,
Ethan,7,d2946303-e2ae-4bb9-b5f5-a6e6d11d7a64,Gunpowder x5,,50504,0,0,0,0,0,0,,,,
Ethan,7,3a33dce0-9986-43de-ad40-a5a27691d55e,Bloodied Sword x1,,50504,0,0,0,0,0,0,,,,
Ethan,7,4855cd04-6a45-4c7c-93e6-78489a8ea07f,Green Herb x1,,50504,0,0,0,0,0,0,,,,
Ethan,7,24ae996d-afea-4a63-87fc-edde770bd9a3,Sapphire x1,,50300,0,0,0,0,0,0,dlc,,,
Ethan,7,3cd3b05f-21b2-4355-8f26-41472780c6eb,Silver Token x1,,50504,0,0,0,0,0,0,dlc,,,
Ethan,7,e91a7d50-baf9-4ced-96fe-01b8621f9e84,Spinel x1,,50600,0,0,0,0,0,0,dlc,,,
Ethan,7,74d39fb5-b527-4811-9e0f-f58ceeb5eeb1,Elegant Crown x1,,50700,0,0,0,0,0,0,dlc,,,
Ethan,8,d47a64c7-bc44-4e15-b233-ec282bfc1698,Rhinoceros Beetle x1,,51101,0,0,0,0,0,0,,,,
Ethan,8,024c6faa-1c9f-4fea-99ea-514de7f1c59a,Yellow Herb x1,,51600,0,0,0,0,0,0,,,,
Ethan,8,656cb3c4-c980-4b16-acf6-f8d47fda998c,Scratched Emerald x1,,51200,0,0,0,0,0,0,,,,
Ethan,8,8127146b-7a3a-4f0e-b37c-239286849338,Mirror with Pearls & Rubies x1,chest,51404,0,0,0,0,0,0,,treasure,,
Ethan,8,02e03326-edb7-4d04-89f8-386d8364599b,Yellow Diamond x1,,51404,0,0,0,0,0,0,,,,
Ethan,8,4fe65568-d7b5-44bf-93b7-b100937a824d,Extravagant Clock x1,chest,51502,0,0,0,0,0,0,,treasure,,
Ethan,8,23fefa47-fe71-4c7c-b5b4-c0826d75c2ba,Brass Pocket Watch x1,smallkey,51502,0,0,0,0,0,0,,treasure weapon,,
Ethan,8,8b52985b-07ce-4b82-a5a9-6670df065572,Small Key x1,,51503,0,0,0,0,0,0,,,,
Ethan,8,142073d1-731a-427f-8159-1568f3c32449,Ruby x1,,51612,0,0,0,0,0,0,,,,
Ethan,8,46e22b63-47d7-42ae-9093-284b00a55e33,Emerald x1,chest,51600,0,0,0,0,0,0,,treasure,,
Ethan,8,d0022d12-2e88-4269-856b-02f807ee9a20,Ornate Necklace x1,chest,51600,0,0,0,0,0,0,,treasure,,
Ethan,8,57ad46f8-12d3-47bf-b894-1fafe91357a6,Elegant Chessboard x1,,51200,0,0,0,0,0,0,,,,
Ethan,8,b8db5d3f-c67b-48bf-9857-891db4b65769,Depraved Idol x1,,51401,0,0,0,0,0,0,,,,
Ethan,8,377cda0f-d9de-4ecc-84da-9e12d125ce2e,Ornate Beetle x1,smallkey,51612,0,0,0,0,0,0,,treasure weapon,,
Ethan,8,989dc5a8-5de0-4c6e-ac0e-97b2c9a00481,Lithographic Stone B x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,51053e64-b90f-43f4-8845-d2a3194f2a7c,Lithographic Stone C x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,4ce682fe-d46b-46f2-8deb-b72c14a48ac2,Lithographic Stone D x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,7a1598f0-749c-4e55-a23d-424a6b8e9911,Velvet Blue x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,32ead8bf-4613-47fc-a5b3-8458668d74d7,Lithographic Stone B x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,e6d63768-091b-4706-bce4-837b940915a1,Lithographic Stone C x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,51990017-8109-465d-a21e-4a55ff35ac21,Lithographic Stone D x1,,51502,0,0,0,0,0,0,,,,
Ethan,8,2ed3a85b-a4f1-4ab7-a7d7-fd64fd3bbd56,Green Herb x1,,51600,0,0,0,0,0,0,,,,
Ethan,8,ccdec2b5-71ec-4473-bdec-fababfc20061,Resources (Small) x1,,51600,0,0,0,0,0,0,,,,
Ethan,8,0bdbaea2-1020-4091-80ea-75af922255b8,Gunpowder x5,,51600,0,0,0,0,0,0,,,,
Ethan,8,7239dae7-46fc-48f0-930d-d51ab896b935,Flash Grenade x1,,51200,0,0,0,0,0,0,,,,
Ethan,8,1fff5623-b5e4-4339-adb0-d3fe42ea8301,First Aid Spray x1,,51200,0,0,0,0,0,0,,,,
Ethan,8,bc7cf6f2-a87c-4884-9ff3-1da753a3093d,Yellow Herb x1,,51201,0,0,0,0,0,0,,,,
Ethan,8,e2460fe6-d4ae-4d48-95a2-e3b4b859f396,Alexandrite x1,,51500,0,0,0,0,0,0,dlc,,,
Ethan,8,285d0109-fee4-4fa7-8d3e-a17081174aeb,Silver Token x1,,51502,0,0,0,0,0,0,dlc,,,
Ethan,8,c5639616-2aa4-4c57-b662-7b013f5aa2d0,Accessory: Stylish Mask x1,,51200,0,0,0,0,0,0,dlc,,,
Ethan,8,b1e533fa-b79d-4944-8dcc-9a2c22430803,Gold Token x1,,51200,0,0,0,0,0,0,dlc,,,
Ethan,9,fc8f3040-6c22-425c-b22c-493f55b1af61,Cubic Device x1,,52200,0,0,0,0,0,0,,,,
Ethan,9,8114dd3c-df18-4a01-96a4-d897b3e1d785,Alexandrite x1,,52101,0,0,0,0,0,0,,,,
Ethan,9,56a6e726-169d-4865-95c2-69562dbc73b3,Butterfly Lamp x1,,52300,0,0,0,0,0,0,,,,
Ethan,9,55b1209f-9952-4e54-97f5-d60073d7bb6c,Yellow Diamond x1,chest,52303,0,0,0,0,0,0,,treasure,,
Ethan,9,28a694ae-a785-4fa1-bd1b-9135379ceb93,Small Key x1,,52203,0,0,0,0,0,0,,,,
Ethan,9,c579fc1d-5015-4b55-a2f9-c19d92ffd058,Brown Chicken Egg x1,,52303,0,0,0,0,0,0,,,,
Ethan,9,2d68ab1c-5b3d-43c6-8cd0-143f859a0f61,Serpent Head x1,,52401,0,0,0,0,0,0,,,,
Ethan,9,e14034bd-dbd6-4d1b-b62e-e0ab8609d97a,Red Herb x1,,52401,0,0,0,0,0,0,,,,
Ethan,9,391733da-96e4-4c3c-b80a-9512ab9b10f9,Lion Head x1,,52202,0,0,0,0,0,0,,,,
Ethan,9,071e1736-c8d1-47f9-ba98-019e44446366,Green Herb x1,,52203,0,0,0,0,0,0,,,,
Ethan,9,6083a630-3932-4919-9d0c-d7e90e26f585,Handgun Ammo x15,,52202,0,0,0,0,0,0,,,,
Ethan,9,bb524c12-b8fd-4e78-80be-350b21a6eea1,Resource (Large) x1,,52202,0,0,0,0,0,0,,,,
Ethan,9,b22a9767-ea5f-4e7c-a04c-01f675ef60d1,Gunpowder x5,,52203,0,0,0,0,0,0,,,,
Ethan,9,9d1b61b9-2087-44cf-a66b-3d8dbe1b2d53,Flash Grenade x1,,52202,0,0,0,0,0,0,,,,
Ethan,9,40e15649-2d93-4ccc-8e3f-c52963e73450,Goat Head x1,,52303,0,0,0,0,0,0,,,,
Ethan,9,05c3b37e-1078-415b-b482-b914b45342f8,Green Herb x1,,52303,0,0,0,0,0,0,,,,
Ethan,9,631f07f0-83f8-4907-8d3f-e119bc94a3cc,Resources (Small) x1,,52303,0,0,0,0,0,0,,,,
Ethan,9,f3ac610b-2226-45e1-8852-25b81f3edda9,Flash Grenade x1,,52303,0,0,0,0,0,0,,,,
Ethan,9,b6259301-b51c-4a2c-975d-d01f442e56d1,Gunpowder x5,,52303,0,0,0,0,0,0,,,,
Ethan,9,a32f91f1-affc-4f9d-9ab6-fa75bcf61d52,Shotgun Shells x3,,52303,0,0,0,0,0,0,,,,
Ethan,9,0d2236bf-8569-4efa-b32d-897b4ea10c23,Silver Token x1,,52203,0,0,0,0,0,0,dlc,,,
Ethan,10,097ef30f-4bfd-46f4-9c3a-907240e3600e,Salazar Family Insignia x1,,53304,0,0,0,0,0,0,,,,
Ethan,10,15b380f4-5e15-4e54-a809-ecdb0c3ef591,CQBR Assault Rifle x20,key,53200,0,0,0,0,0,0,,treasure weapon,,
Ethan,10,cff97c32-8579-4b80-90f0-cebdb638e6c3,Gold Bar (L) x1,,53200,0,0,0,0,0,0,,,,
Ethan,10,c1d0972b-2174-4db8-834c-40db87df9883,Bunch of Keys x1,,53200,0,0,0,0,0,0,,,,
Ethan,10,8f5be12f-9ca6-455e-bf40-9533705adb52,Yellow Diamond x1,,53201,0,0,0,0,0,0,dlc,,,
Ethan,10,dc62ddd9-232d-4c31-85dd-cbe56a8dfea7,Elegant Perfume Bottle x1,chest,53200,0,0,0,0,0,0,,treasure,,
Ethan,10,ac5c9502-225b-4826-919c-0e034e9efb4c,Sapphire x1,chest,53202,0,0,0,0,0,0,,treasure,,
Ethan,10,c724b33b-c105-4d68-8865-948a527f30e1,Emerald x1,chest,53303,0,0,0,0,0,0,,treasure,,
Ethan,10,1f4f6137-2674-4bb3-923f-0cdc33a9320c,Golden Lynx x1,key,53202,0,0,0,0,0,0,,treasure,,
Ethan,10,ff5daacc-7dae-45b1-b4d5-c39e3ef8e916,Yellow Herb x1,,54400,0,0,0,0,0,0,,,,
Ethan,10,17bdb728-8c36-4ee8-be97-d8fa995737df,Ruby x1,,54200,0,0,0,0,0,0,,,,
Ethan,10,5f1af48d-6ac9-45fb-be01-47e7bf22da51,Brown Chicken Egg x1,,54102,0,0,0,0,0,0,,,,
Ethan,10,0707014c-37e5-435a-857a-a0a25bb12328,Ornate Beetle x1,chest,54200,0,0,0,0,0,0,,treasure,,
Ethan,10,5296f431-ddde-4a03-9f1d-f8c63e03cfef,Red Beryl x1,,54401,0,0,0,0,0,0,,,,
Ethan,10,62f69768-3a3b-42d3-9e27-94cd6911b113,Elegant Crown x1,,54400,0,0,0,0,0,0,,,,
Ethan,12,497d164c-f1ad-4150-a214-28ee3dd58149,Gold Chicken Egg x1,key,54301,0,0,0,0,0,0,,,,
Ethan,10,0b90c8dd-bb1c-49b1-bd88-5385a3ae5086,Handgun Ammo x10,,54100,0,0,0,0,0,0,,,,
Ethan,10,b7fbbb90-da3e-47e8-a8b8-a62f4bef7617,Submachine Gun Ammo x30,,54200,0,0,0,0,0,0,,,,
Ethan,10,fa089a01-4796-4777-8e21-0c4fbdcce354,Gunpowder x5,,54200,0,0,0,0,0,0,,,,
Ethan,10,0d3e6c7a-cd01-46e4-ace9-21f1f1470d08,Green Herb x1,,54200,0,0,0,0,0,0,,,,
Ethan,10,6bab9ba7-bf6f-4925-88e1-4b16d95c59e8,Red Herb x1,,54200,0,0,0,0,0,0,,,,
Ethan,10,f428b54f-288c-4427-a4c1-035b6baebc04,First Aid Spray x1,,54102,0,0,0,0,0,0,,,,
Ethan,10,ce3ecb79-6e54-40c0-8825-570dc43c747d,Hand Grenade x1,,54200,0,0,0,0,0,0,,,,
Ethan,10,076c4036-0d5d-44b4-b657-dfcc6f7c7feb,Handgun Ammo x10,,54204,0,0,0,0,0,0,,,,
Ethan,10,0a8018cd-c744-4af5-83fb-15da0f9925db,Flash Grenade x1,,54300,0,0,0,0,0,0,,,,
Ethan,10,eadc9167-bb46-48b5-b6ae-b42225ea2618,Boot Knife x1,,54300,0,0,0,0,0,0,,,,
Ethan,10,3cd3f662-49b9-45a6-b4f0-96e978789e46,Bolts x2,,54300,0,0,0,0,0,0,,,,
Ethan,10,3887e49b-9a12-4f8d-916b-faabd3d40b3a,Bolts x4,,54300,0,0,0,0,0,0,,,,
Ethan,10,b2b0a1f2-8804-4420-9943-9e82bd8b2bb7,Attachable Mines x4,,54300,0,0,0,0,0,0,,,,
Ethan,10,f03e2b8c-075b-4bef-9d51-ae3560b142c0,Boot Knife x1,,54301,0,0,0,0,0,0,,,,
Ethan,10,6968fed7-6529-4e15-bb07-06415fd29c9b,Red Herb x1,,54401,0,0,0,0,0,0,,,,
Ethan,10,f5255566-4138-4edf-a100-ec4d1e66a17d,Green Herb x1,,54400,0,0,0,0,0,0,,,,
Ethan,10,a7068942-aa46-4efa-967f-bf1a33a61c4c,Green Herb x1,,54407,0,0,0,0,0,0,,,,
Ethan,10,df312d32-af74-457c-84ee-32cfd3913f50,Shotgun Shells x3,,54407,0,0,0,0,0,0,,,,
Ethan,10,5a4b83c2-8da4-40da-a17c-421858b68fa3,Handgun Ammo x10,,54404,0,0,0,0,0,0,,,,
Ethan,10,89c2e17a-dc58-40f5-9da8-475b215cb06e,Boot Knife x1,,54404,0,0,0,0,0,0,,,,
Ethan,10,b0b25ef4-d249-4d0a-8439-6837c3ae5284,Handgun Ammo x10,,54406,0,0,0,0,0,0,,,,
Ethan,10,afd1d1b8-8fca-4226-90b0-b37d5289540f,First Aid Spray x1,,54405,0,0,0,0,0,0,,,,
Ethan,10,0dc9092b-a279-4c35-80ec-c75775af6d85,Gunpowder x5,,54405,0,0,0,0,0,0,,,,
Ethan,10,7f14ace2-9afb-4456-b692-66450513500b,Yellow Diamond x1,chest,54405,0,0,0,0,0,0,,treasure,,
Ethan,10,b1137a19-e4e6-4ead-8b6c-6879a62b3f76,Silver Token x1,,54102,0,0,0,0,0,0,dlc,,,
Ethan,10,e57bb683-5449-464f-acde-fdebbf98eb67,Spinel x1,,54402,0,0,0,0,0,0,dlc,,,
Ethan,10,2c6dc819-92db-48af-b6f5-3bb33ad54355,Emerald x1,,54404,0,0,0,0,0,0,dlc,,,
Ethan,10,44427870-17f1-450a-b8d7-7e03bcda6e1d,Ornate Necklace x1,,54301,0,0,0,0,0,0,dlc,,,
Ethan,11,f2a1224f-79fb-42b6-abd2-5f6951638854,Golden Hourglass x1,chest,55103,0,0,0,0,0,0,,treasure,,
Ethan,11,200d3215-0bef-49a5-95ae-06ba2bd0fcf7,Spinel x1,,55103,0,0,0,0,0,0,dlc,,,
Ethan,11,71b17dd9-f299-4cf6-8720-f8aff6bacdca,Dynamite x1,,55103,0,0,0,0,0,0,,,,
Ethan,11,ac8ee27d-fc85-44ae-bdc0-413649567bcb,Green Herb x1,,55103,0,0,0,0,0,0,,,,
Ethan,11,7b7ac235-51fd-47c1-a6fc-2b28b2a23e56,Sapphire x1,,55103,0,0,0,0,0,0,,,,
Ethan,11,a09f6d70-d981-4cb0-87fe-e131ca55cf93,Handgun Ammo x15,,55202,0,0,0,0,0,0,,,,
Ethan,11,77d43ae4-ac2c-4375-8c73-a18916456e30,Flagon x1,chest,55202,0,0,0,0,0,0,,treasure,,
Ethan,11,7509f859-c962-4dc5-b144-3d9874eb3a1f,Red Herb x1,,55202,0,0,0,0,0,0,,,,
Ethan,11,fa752225-fbcb-4734-ba7b-04c80ca6df1e,Hand Grenade x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,a9aeb15f-064d-4d24-a5ef-e5e3a162ed8c,Handgun Ammo x30,,55200,0,0,0,0,0,0,,,,
Ethan,11,c63a28bd-a306-450b-88d5-8f8652fec946,Submachine Gun Ammo x30,,55200,0,0,0,0,0,0,,,,
Ethan,11,cb5ea368-a408-4098-afb4-8f22cd3d4b2b,Gunpowder x5,,55200,0,0,0,0,0,0,,,,
Ethan,11,7bfcada6-167c-4a6c-994f-b03a20217e38,Yellow Diamond x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,cd201e68-5248-4c66-99ef-a5e5dfc85224,Yellow Diamond x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,93e46be6-665a-45f4-95af-683a546ebb4f,Red Beryl x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,ca23db85-473f-41ec-a1ef-70374415b7ee,Red Beryl x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,a29ce3b9-b8a9-4c00-9988-315e9d1d6a1c,Green Herb x1,,55200,0,0,0,0,0,0,,,,
Ethan,11,00e7d043-bb51-414f-aebc-60a9def30a53,Iluminados Pendant x1,,55200,0,0,0,0,0,0,dlc,,,
Ethan,11,71a57ed2-9dd2-4cfb-9db9-f29962442261,Respawning boot knife in Krauser fight,,55302,0,0,0,0,0,0,preserve,,,
Ethan,11,95125fe0-aa06-4866-9eb7-edaf54bae986,Gold Bar (L) x1,chest,55301,0,0,0,0,0,0,,treasure,,
Ethan,11,2d823431-251d-4a5e-8f58-438e69e1c0e6,Green Herb x1,,55302,0,0,0,0,0,0,,,,
Ethan,11,04954623-1477-4c34-9dcf-3801d0f29ffe,Green Herb x1,,55302,0,0,0,0,0,0,,,,
Ethan,11,2385adc9-7d2e-41f8-b7a9-b2df6d58185d,Red Herb x1,,55302,0,0,0,0,0,0,,,,
Ethan,11,74e5889d-5f15-4a4a-81b3-eb14a624f057,Hand Grenade x1,,55301,0,0,0,0,0,0,,,,
Ethan,11,613e6ec0-ab68-47ca-aa9f-7574bf116269,Yellow Herb x1,,55300,0,0,0,0,0,0,,,,
Ethan,12,c81920a2-7fad-4fa9-8621-2016183892f7,Small Key x1,,56100,0,0,0,0,0,0,,,,
Ethan,12,7e23d008-3811-4b8c-80f6-bf8a973536e9,Mirror with Pearls & Rubies x1,chest,56103,0,0,0,0,0,0,,treasure,,
Ethan,12,7dcba43a-d376-4f68-b8ab-58c49cfe9e95,Extravagant Clock x1,chest,56103,0,0,0,0,0,0,,treasure,,
Ethan,12,8a4d3026-9349-4c77-828f-eec060568fef,Yellow Diamond x1,,56104,0,0,0,0,0,0,,,,
Ethan,12,9f9d68cb-58ed-484f-869c-9e71122fd21f,Gold Bar x1,chest,56102,0,0,0,0,0,0,,treasure,,
Ethan,12,9b72f6d9-bdbf-4046-b73e-76bec9c3e00a,Alexandrite x1,,56103,0,0,0,0,0,0,,,,
Ethan,12,01efc98e-2850-4fe4-a830-6d9b5ab36574,Silver Token x1,,56103,0,0,0,0,0,0,dlc,,,
Ethan,12,163f855a-534f-486c-85bc-121c0486e9cd,Yellow Diamond x1,,56301,0,0,0,0,0,0,dlc,,,
Ethan,12,7ac33ad0-6987-4170-8080-76fa114a017a,Gunpowder x10,,56200,0,0,0,0,0,0,,,,
Ethan,12,4a156a5b-61b5-4432-baea-d8df58aeaf55,Rifle Ammo x5,,56200,0,0,0,0,0,0,,,,
Ethan,12,76982055-f15a-4bfb-8bf6-809300c9089c,Resource (Large) x1,,56200,0,0,0,0,0,0,,,,
Ethan,12,cb018dd4-edfa-45e6-85a1-1147bf476f35,Green Herb x1,,55302,0,0,0,0,0,0,,,,
Ethan,12,6cb0b5bc-29f8-403c-99d2-bb8842a06b5d,Red Herb x1,,56103,0,0,0,0,0,0,,,,
Ethan,12,59f2f272-0039-415e-85ee-66d930c3d60d,Green Herb x1,,56103,0,0,0,0,0,0,,,,
Ethan,12,13311640-e799-4d12-98cf-87ecfd50a131,Yellow Herb x1,,56103,0,0,0,0,0,0,,,,
Ethan,12,7fc72377-2858-47b3-9638-f9a1a84346d4,First Aid Spray x1,,56104,0,0,0,0,0,0,,,,
Ethan,16,02d7aa19-8d73-494d-ac71-9c4fd0796b9d,Green Herb x1,,59101,0,0,0,0,0,0,,,,
Ethan,13,0ae04395-bcdb-45ba-85db-efca73590205,Handgun Ammo x10,,60110,0,0,0,0,0,0,,,,
Ethan,13,e39b3402-ca8d-4b72-97e6-887b40e2ffd7,Red Herb x1,,60102,0,0,0,0,0,0,,,,
Ethan,13,466ccada-8800-474a-81b4-bdead864b422,Pearl Bangle x1,chest,60102,0,0,0,0,0,0,,treasure,,
Ethan,13,342fb125-fd74-45fa-943d-84e06c4b7d54,Handgun Ammo x10,,60104,0,0,0,0,0,0,,,,
Ethan,13,fcda33b6-5592-44f3-a3e4-0a33798825d2,Yellow Herb x1,,60104,0,0,0,0,0,0,,,,
Ethan,13,83eb78ab-9543-4835-806a-eb77c5a9dd73,Golden Lynx x1,chest,60104,0,0,0,0,0,0,,treasure,,
Ethan,13,40537700-2434-4464-9669-cbbc8d5dd7c6,Emerald x1,,60200,0,0,0,0,0,0,dlc,,,
Ethan,13,9ab6593f-e806-46ed-aac2-11ebe22895bc,Elegant Crown x1,chest,60200,0,0,0,0,0,0,,treasure,,
Ethan,13,8e386c4f-55db-4f26-928b-4e58d173dc23,Level 1 Keycard x1,,61401,0,0,0,0,0,0,,,,
Ethan,13,91316634-4883-4b62-a491-27b5c6b1ba71,Level 2 Keycard x1,,61305,0,0,0,0,0,0,,,,
Ethan,13,6f8cb73f-8838-4281-bc70-15ca11156d40,Level 3 Keycard x1,,61202,0,0,0,0,0,0,,,,
Ethan,13,9a40ec32-5705-4bbf-857d-c22d9a56af3d,Shotgun Shells x3,,61102,0,0,0,0,0,0,,,,
Ethan,13,bc4c1e2b-bf1f-4e3a-aceb-e71a70bdf72d,Velvet Blue x1,chest,61100,0,0,0,0,0,0,,treasure,,
Ethan,13,d600647d-af7e-4896-a2d0-57bdd0acd459,Crystal Ore x1,,61105,0,0,0,0,0,0,,,,
Ethan,13,3bee7a6f-75d1-4c4a-985d-27ad75a22104,Gunpowder x3,,61104,0,0,0,0,0,0,,,,
Ethan,13,e4191c54-aecc-4fca-8c97-b3f241d1f9c9,Blue x1,,61106,0,0,0,0,0,0,dlc,,,
Ethan,13,45c64385-d06c-4bde-a830-b9975580f73a,Gold Token x1,,61106,0,0,0,0,0,0,dlc,,,
Ethan,13,28f438c5-ec95-464b-83e6-ab2f16d79aec,Black Bass x1,,61105,0,0,0,0,0,0,,,,
Ethan,13,a22734b6-f3bf-43cb-bf53-ee848e697ef4,Green Herb x1,,61104,0,0,0,0,0,0,,,,
Ethan,13,ee2b720e-d561-42cc-9953-3e4ff6c6a93a,Pesetas x500,,61504,0,0,0,0,0,0,,,,
Ethan,13,d7495ccf-71c8-41b0-98db-406d1f34aacc,Handgun Ammo x10,,61504,0,0,0,0,0,0,,,,
Ethan,13,671a0818-03cc-4e84-9668-3a53aed4fad3,Hand Grenade x1,,61501,0,0,0,0,0,0,,,,
Ethan,13,ce47074f-fe64-46a2-9c54-ad20c35674fb,Velvet Blue x1,chest,61500,0,0,0,0,0,0,,treasure,,
Ethan,13,a238cf49-db2c-4c6f-b15a-c22a600c941c,Spinel x1,,61501,0,0,0,0,0,0,dlc,,,
Ethan,13,39249937-fcc4-4385-b312-3fa7220fe76a,Black Bass x1,,61500,0,0,0,0,0,0,,,,
Ethan,13,2bd41fde-9226-47c0-9fcc-d6f85468c624,Gunpowder x3,,61400,0,0,0,0,0,0,,,,
Ethan,13,f89de2e7-71c6-4695-b15c-7a7a7e844c91,Gunpowder x4,,61302,0,0,0,0,0,0,,,,
Ethan,13,0fc29383-da97-47a7-95f4-5f2125a3cf94,Gold Ingot x1,,61400,0,0,0,0,0,0,,,,
Ethan,13,92ce91b9-a763-48a4-8adb-9926ad2694ac,First Aid Spray x1,,61400,0,0,0,0,0,0,,,,
Ethan,13,5eb95d1f-feb5-4bbb-b38f-8e1dcf664aa3,Red Beryl x1,,61400,0,0,0,0,0,0,,,,
Ethan,13,c0d12ced-3c73-46a0-b2e4-dde585174000,Gold Bar (L) x1,,61305,0,0,0,0,0,0,,,,
Ethan,13,296a288f-d414-41a5-8151-d5deef727233,LE 5 x60,,61305,0,0,0,0,0,0,,,,
Ethan,13,61a74f29-5a52-4967-afd7-9118347e6c41,Yellow Herb x1,,61204,0,0,0,0,0,0,,,,
Ethan,13,e6b181ad-1223-4e4d-a3bc-4677b0f71ff5,Gunpowder x5,,61204,0,0,0,0,0,0,,,,
Ethan,13,1a50729e-0e7f-4259-a1da-1c52909592e2,Submachine Gun Ammo x30,,61204,0,0,0,0,0,0,,,,
Ethan,13,dd9b9e71-ca14-4cb3-aa20-2d6026edca6e,Silver Token x1,,61204,0,0,0,0,0,0,dlc,,,
Ethan,13,7da898c2-0fe9-428d-bcc6-f6402ba5b950,Rifle Ammo x5,,61201,0,0,0,0,0,0,,,,
Ethan,13,0935e381-39a7-4d4f-ad49-d6c07bf24187,Gunpowder x3,,61204,0,0,0,0,0,0,,,,
Ethan,13,e2763196-05b9-44e6-99ff-48499db2a3ce,Red Herb x1,,61201,0,0,0,0,0,0,,,,
Ethan,13,c4c02d4b-24c3-46ea-b428-bd09c3e27ece,Submachine Gun Ammo x30,,61201,0,0,0,0,0,0,,,,
Ethan,13,73ebd13f-e3f3-4f04-a67a-e42d4afed066,Rifle Ammo x5,,61203,0,0,0,0,0,0,,,,
Ethan,13,dd450857-6c31-4996-826e-16afcf6f7926,Hand Grenade x1,,61201,0,0,0,0,0,0,,,,
Ethan,13,ab37cb8b-9f82-467d-9cee-f6e85e9ac230,Flash Grenade x1,,61203,0,0,0,0,0,0,,,,
Ethan,13,24e37f17-ffb4-4535-bf26-60697865a4b3,Green Herb x1,,61201,0,0,0,0,0,0,,,,
Ethan,13,51b34a47-5553-497c-8763-ae0adbca7b6f,Rifle Ammo x5,,61203,0,0,0,0,0,0,,,,
Ethan,13,e91a8b12-6571-4270-afc0-17bb4d8072d7,Biosensor Scope x1,chest,61202,0,0,0,0,0,0,,treasure,,
Ethan,13,8cfe20a5-29cb-44df-9567-b4fb52f42ded,Gold Bar (L) x1,,61202,0,0,0,0,0,0,,,,
Ethan,13,63a94935-6c1a-4c47-b0b6-cd1680cde062,Gold Bangle x1,,62100,0,0,0,0,0,0,,,,
