Campaign,Guid,Chapter,Description,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,SkipCondition,MiniBoss,Events,Tags,Include,Exclude
Ethan,0f2dc793-e360-4a4f-a7bd-4bff959c0e76,5,villager_2  hatchet Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,b09cc665-0449-415a-a542-42d06414b594,5,villager_2  machete Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,73bc72b7-c3bd-45a9-80fa-2f2164005c79,5,villager_2  torch it_sm71_500_10_0 x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,40894367-c268-4a84-bba5-a9c6bcb73e72,5,villager_2  pitchfork *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,b2afc4ab-a617-4e2d-81b2-1b94d66e1b60,5,villager_2  hoe Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,c4894a85-4d6e-4699-aaaf-82b97c2f36b2,5,villager_2  torch it_sm71_500_10_0 x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,e5cfb50d-f590-4f07-ae8b-1fbd13e1eea8,5,villager_2  torch *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,5e151d9a-3dde-4435-8c93-5c800ed98f71,5,villager_2  machete *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,82f2ae08-446d-4a92-a443-b475f4da3a05,5,villager_2  hatchet *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,4da6eb6a-8806-4075-a164-b62cae254a2a,5,villager_2  shovel Gunpowder x5,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,d21288e0-880e-4cdd-8deb-06a21612e049,5,villager_2  hatchet *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,ce5ca88f-531f-4fc3-bc64-1baa0ebc92bd,5,villager_2   Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,66e4acbf-9c7f-4859-a807-9fd82cff686e,5,villager_2  hoe Handgun Ammo x10,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,733c2e8b-6d50-41a4-956f-cf385051f66f,5,villager_2 pA(70%) knife *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,27865874-fee2-4d20-b9ef-99a11b7e80a0,5,villager_2 pA(100%) hatchet *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,90ac9305-8ce3-44a2-b441-5d1aa2bf7428,5,villager_2 pA(0%) torch Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,499f80cc-d7b4-48a3-ac76-f12d563fdd4b,5,villager_2 pA(0%) hoe Shotgun Shells x5,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,593a2e21-8087-4ab8-a5b9-c9931a2e8f64,5,villager_2  machete it_sm71_500_10_0 x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,f4781e5b-36f8-493f-ae88-66f2d7f7c1ff,5,villager_2 pA(10%) torch Resources (Small) x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,5ef54085-390a-4031-a0e1-aadeab58b97e,5,villager_2 pA(100%)  *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,e5391257-1d42-42ed-a54a-93f972f2ba81,5,villager_2 pA(10%) shovel *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,47abbdba-d83f-4f80-974d-2717bb9edafb,5,villager_2   Gunpowder x3,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,65542bce-0833-4d46-bbfe-03011eb0dab9,5,villager_2  knife *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,8f47ef2a-83c7-4a98-962b-2194a47d2179,5,villager_2  torch Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,5283e013-8361-4f4b-b16d-cbbf88410d60,5,villager_2  shovel *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,d360484b-2f96-4e9b-a6ef-f394b6fe7cbe,5,villager_2  machete it_sm71_500_10_0 x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,06787d2f-38b5-40e8-930f-89e008f1cf28,5,villager_2  hoe *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,79598a05-3c11-4262-89f6-a73864c96a03,5,villager_2 pA(100%) torch Wooden Planks x1,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,ef8032dc-3ad1-45d5-9e7f-f7890e211cd5,5,villager_2 pA(0%) machete *,43301,0,0,0,0,0,0,,,,,,,villager_range zealot_range soldier_range brute_range arana super-colmillos colmillos krauser_1 krauser_2 pesanta u3 novistador garrador armadura gold-armadura mendez_chase verdugo mendez_2 cow pig
Ethan,,6,[EXTRA],47200,168,3,-207,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,176,7,-226,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,177,7,-217,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,165,7,-211,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,149,7,-222,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,135,7,-201,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47200,153,3,-215,0,0,0,3dc98606-446d-4969-b953-f7addc959def,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47201,186,3,-186,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47201,192,3,-179,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47201,199,3,-183,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA],47201,192,3,-189,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] PRE-MENDEZ HILL // Guarding Merchant,47201,198,3,-194,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ HILL // Ambush Left,47400,283,9,-248,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ HILL // Ambush Right,47400,287,9,-244,0,0,0,adf515c8-1bb6-4be3-b753-6bf940e8586f,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ HILL // Ambush Behind,47400,266,8,-254,0,0,0,2028f283-c0b9-4173-8a6e-a0c63292e6f5,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ // Hill Ambush 1,47401,275,12,-203,0,0,0,c573be1f-8529-4795-84ce-bd98137e0b50,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ // Hill Ambush 2,47401,274,15,-190,0,0,0,c573be1f-8529-4795-84ce-bd98137e0b50,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ // Hill Ambush 3,47401,284,18,-183,0,0,0,c573be1f-8529-4795-84ce-bd98137e0b50,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ // Hill Ambush 4,47401,299,18,-182,0,0,0,c573be1f-8529-4795-84ce-bd98137e0b50,,,,,,ashleyunsafe
Ethan,,6,[EXTRA] POST-MENDEZ // Hill Ambush 5,47401,311,18,-181,0,0,0,c573be1f-8529-4795-84ce-bd98137e0b50,,,,,,ashleyunsafe
Ethan,7356b16d-7c57-4fc9-a8b6-c0e008d2e11d,6,villager_2 pA(100%)  *,47102,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,0657cd56-9f0c-4c28-9519-60ed978d4d21,6,villager_2  torch *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,17544312-16a5-4feb-a8d9-32dd4e519f8e,6,villager_2 pA(30%) torch *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,97db26f8-0290-4431-9b41-2877242324a9,6,villager_2  crossbow *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,22dbb00f-5d4d-4715-be18-63db35d7c762,6,villager_2 pA(30%)  *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,65ac5a6a-d470-441e-a59d-01b0587763c4,6,villager_2  crossbow *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,a07fbc09-ca3b-43bb-a68a-fba7b25eb6d4,6,villager_2 pA(30%)  *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,e39e4d2e-d75f-45bd-b15f-d6152d531079,6,villager_2  molotov *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,db0e653b-d6a2-4feb-a1ed-6950cbef43f0,6,villager_2  molotov *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,2a99545d-1185-494d-ae92-34492d1964ff,6,villager_2 pA(50%)  *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,c5330ba9-4102-4ee1-aa15-4b38ce38388e,6,villager_2 pA(50%) knife *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,fc80aec1-f3ba-49fd-ad11-748c9b7f9a38,6,villager_2 pA(50%) hoe *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,a0e3c531-842a-42fd-865e-c0fa995cfb24,6,villager_2 pA(50%)  *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,a9e5cf15-965e-4497-854c-0fdf481e6ca4,6,villager_2  hammer *,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,1f068249-841d-4f56-91c7-0991aafaff7f,6,villager_2  hammer Emerald x1,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,9d6cb998-f2bb-430f-88df-7afaae9d11be,6,brute   Emerald x1,47101,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,cbeb157f-30cd-4dff-83cf-aa9398bcaf0f,6,villager_2  molotov *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,4f4f4306-5a80-4674-a00b-ceaa99a73af4,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,154a5320-165b-4091-ad4a-05b23a00b04a,6,villager_2   *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,8e132bdc-97a8-4bd6-ad79-9bab0beb7575,6,villager_2  pitchfork *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,2ecfbffb-95f1-4688-959d-f8a68501dc39,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,6bbcca53-46c9-4082-9b30-2957aad7218c,6,villager_2   *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,96c26401-9ddb-43b3-9bd6-ba14a33eb454,6,villager_2  molotov *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,146a54dd-3f7c-4c12-89b5-f06c1a7b543d,6,villager_2  pitchfork *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,0556d8e2-950e-4a90-a1b6-6745f27d7179,6,chainsaw   Checkpoint Crank x1,47201,0,0,0,0,0,0,,,Ethan-bella-sisters,,noduplicate nowave,,krauser_1 krauser_2 mendez_2 mendez_chase pesanta u3 verdugo
Ethan,f93c4e62-0d9e-425e-894d-313fc73c92af,6,chainsaw   Sapphire x1,47201,0,0,0,0,0,0,,,Ethan-bella-sisters,,noduplicate nowave,,krauser_1 krauser_2 mendez_2 mendez_chase pesanta u3 verdugo
Ethan,1b7d10b9-4d58-43ce-b2b1-64f4ef4d0ef6,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,69c59902-3357-41b5-8cbf-89e6e8fd983e,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,37731e6d-01ba-425a-922f-639a80a93ed8,6,villager_2 pA(100%)  *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,86332ed4-9cf7-4488-b884-aab170d030b7,6,villager_2 pA(15%) pitchfork *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,acafe7ed-bc05-4ae4-9577-62dca9921d7b,6,villager_2  molotov *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,9394b51c-46f7-42c7-948e-cd682b2f3b8d,6,villager_2 pA(15%) torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,f3cce07f-2760-4d24-b769-1e7d0e44e916,6,villager_2 pA(100%) hoe *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,6290b8c4-6336-472c-8772-19c37c4a1239,6,villager_2 pA(20%) hatchet *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,d62e7522-f7de-4af2-8d62-b585ac68a2ac,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,65b9b6c2-8611-4b21-a5fd-13925c2e2e12,6,villager_2 pA(10%)  *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,473ede8f-7e93-4819-9af3-94fe51261da5,6,villager_2 pA(20%) hatchet *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,10be6260-5a87-4047-8c81-0dbcb6db4847,6,villager_2  torch *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,d8f16106-2d1f-43cb-b59a-3da9431536a5,6,villager_2   *,47200,0,0,0,0,0,0,,,,,,,ashleyunsafe
Ethan,e4b4f8cf-c516-4ac2-85f5-073b17e01c76,6,mendez_chase   .,47300,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,a61c62f3-52e7-4d78-a167-c99b84fcada9,6,mendez_2   .,47401,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,aa862ced-d677-42bd-8542-fbbbe038a16f,6,mendez_3   .,47410,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,751b4a9f-909c-4a31-a57b-e72c1936d615,6,mendez_chase   .,47900,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,c7ea923d-bc4a-442f-a4b9-ab13c0ed9e2d,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,14ed47b4-727c-4500-b3db-fffa39485a14,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,0ff6872f-96e1-4ad2-82be-73767d3f2128,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,a6a54807-6a99-448d-8354-f0ded34a762d,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,6b60c667-fff6-431a-a77b-fd7671daaae3,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,2ba7b03f-f9f0-4f81-a982-a213e7a05cb5,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,b91dd2e1-1e5a-4fc4-bf6d-5abf8303731f,6,villager_2  hatchet *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,90077e47-dab3-4b51-9fe6-6c73fc76b9f1,6,villager_2  torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,d04e9fb7-678e-403f-ba12-51c3d1196fa0,6,villager_2  torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,9ecacdaf-882a-4081-bcd8-ab24e2a6f294,6,villager_2  pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,4cbec08f-c7d0-4329-8d35-1171d787c646,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,af2d697b-f385-4e86-a084-4da31c3d1198,6,villager_2  torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,1a99782f-12be-4759-9e58-117586b187b6,6,villager_2  pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,4d8052fc-4e5a-4a79-94c2-f44c45be2cbc,6,villager_2  hatchet *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,510d0b0d-ebc8-41a9-b603-ac2fd2f4f3ab,6,villager_2 pA(10%) pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,c73dae49-1595-45cf-9a51-38e2b30da9b2,6,villager_2 pA(10%) torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,22c55527-c02d-44a0-84af-d0adb5e8eafc,6,villager_2  knife *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,f0091b14-fff7-4446-957e-78d1dea5e878,6,villager_2  pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,f74e4f15-14e6-4038-8712-9f15e8208364,6,villager_2  hatchet *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,d4fa44fc-03a8-41ef-93f2-817baee83518,6,villager_2   *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,f910559e-592a-404e-838e-1067463654f9,6,villager_2 pA(5%) torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,bde92d4b-e533-4c89-9613-a81fae38f5fc,6,villager_2 pA(5%)  *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,e359917b-c460-4a6f-9e65-49f77966880d,6,villager_2 pA(5%) pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,36c639fb-26b5-4579-8680-4c974a508fc4,6,villager_2 pA(5%)  *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,c5a2592b-4ae6-459b-81fd-32f4825d4e73,6,villager_2 pA(5%) torch *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,a5a48119-c997-4cb8-9b0a-bc9acb14f2b3,6,villager_2 pA(5%) pitchfork *,47300,0,0,0,0,0,0,,,,,notoxic,,
Ethan,7552e45d-7fe1-4716-a616-8bbcdb17a589,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,585aa1b0-d55c-4ed6-964b-285e31c93ce8,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,273d6d1c-b751-4f48-81c9-6c583ad53a30,6,villager_2  torch *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,c9937772-15c2-4463-801d-6c03123c8e07,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,3e54eff3-f5a7-4c6c-a332-f3b71203126c,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,d065eb8c-c385-427c-b24a-d7d6d31d88e1,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,160b7784-e91d-4d16-9c09-3c1ce197d685,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,e2ba78c4-e604-4dd4-956b-c7db868b093b,6,villager_2  pitchfork *,47301,0,0,0,0,0,0,,,,,notoxic,,
Ethan,a9973cdf-297a-489e-8c0c-0050a6f2fd10,6,villager_2  torch *,47401,0,0,0,0,0,0,,,,,notoxic,,
Ethan,f95502d0-9b33-4240-8b30-4c9439dff66a,6,villager_2  dynamite *,47401,0,0,0,0,0,0,,,,,notoxic,,
Ethan,5592d5ff-8d77-474e-9669-80af63ae2d42,6,villager_2  torch *,47401,0,0,0,0,0,0,,,,,notoxic,,
Ethan,,6,[EXTRA],47410,292,13,-226,0,0,0,579b2165-5e8a-4b17-a05f-9bf8b9e59573,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,283,13,-215,0,0,0,579b2165-5e8a-4b17-a05f-9bf8b9e59573,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,289,13,-212,0,0,0,579b2165-5e8a-4b17-a05f-9bf8b9e59573,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,285,10,-226,0,0,0,579b2165-5e8a-4b17-a05f-9bf8b9e59573,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,289,10,-226,0,0,0,579b2165-5e8a-4b17-a05f-9bf8b9e59573,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,283,13,-215,0,0,0,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,289,13,-212,0,0,0,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,288,10,-222,0,0,0,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,,fodder elite chainsaw_mad,
Ethan,,6,[EXTRA],47410,284,10,-222,0,0,0,f61225f0-a6b7-4eb1-abea-c7358db3a9e5,,,,,fodder elite chainsaw_mad,
Ethan,e584ce9e-b722-4618-a0ec-7680f30e0c0e,7,ashley_1   .,50100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,,7,[EXTRA],50200,-306,-4,50,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50200,-300,-1,66,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50201,-280,-5,69,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50201,-283,-5,65,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50201,-288,-5,63,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50201,-286,-5,81,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50202,-272,-6,52,0,0,0,,a3415aae-e1af-4096-8282-a1c73d57488e,,,,,ashleyunsafe
Ethan,,7,[EXTRA],50302,-190,10,53,0,0,0,73eb6db0-74fa-4580-9e44-99c9577e0e20,b0828105-2845-4d22-9b95-37231fc888b3,,,,,ashleyunsafe
