IsExtra,Tags,Comment,Id,Enabled,StackNum,EasyNum,HardNum,Difficulty,Chapter,Guid,SaveGuid,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,GameObjectName,SceneFile,Mesh,Material,Dlc
FALSE,,,FoundFootage040,TRUE,1,-1,-1,,3,31aa60d9-4317-4139-973d-7c3d09fc426d,636d20e5-6aa4-09a6-33e4-4c47b9b5230f,-0.01747513,1.343451,0.02905178,0.00839472,0.06183382,0.002637376,0.9980476,sm1785_Videotape01F_DetailSearchItem,natives/stm/environment/scene/chapter3/c03_mainhouse2fkids02.scn.20,Props/sm1785_Videotape01F/sm1785_Videotape01F.mesh,Props/sm1785_Videotape01F/sm1785_Videotape01F.mdf2,
FALSE,,,Glasses,TRUE,1,-1,-1,,3,22e2ed72-39f0-4572-a5e4-b27a5c0c2649,9c118d3a-1822-4b9f-86a4-5beb00539726,0,0.5,0.1,0,0,0,1,wp1260_Glasses_Get,natives/stm/environment/scene/chapter3/c03_leftarea1fpuzzleroom1.scn.20,Weapon/wp1260_Glasses/wp1260_Glasses.mesh,Weapon/wp1260_Glasses/wp1260.mdf2,
FALSE,,,CylinderKey,TRUE,1,-1,-1,Madhouse,8,1f7e8b4c-dc80-4fe0-bcf5-f28455ada79c,b9c8dfa9-d12a-4928-a71b-a35f3bc4a90a,117.2113,-75.64505,-225.3902,-0.02089928,0,0,0.9997816,sm1796_KeyPick01A_DetailSearchItem,natives/stm/ch8/leveldesign/itemset/chapter8/c08_train02/hard.scn.20,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mesh,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mdf2,NotAHero
FALSE,,,Glasses,FALSE,1,-1,-1,,3,dd9e687b-cd79-0e4b-33dc-cb74f3e5b824,6ce92355-5fc4-4177-9f25-46238c468c0b,0,0,0,0,0,0,1,wp1260_Glasses_Set,natives/stm/environment/scene/chapter3/c03_leftarea1fpuzzleroom1.scn.20,Weapon/wp1260_Glasses/wp1260_Glasses.mesh,Weapon/wp1260_Glasses/wp1260.mdf2,
FALSE,,,CylinderKey,TRUE,1,-1,-1,Normal,8,70f9f2bd-a719-4a69-b767-d7d0cb2f0fc7,5c2f14a8-3e69-0725-2aaa-4adaf1aea270,131.3005,-72.66541,-117.3527,-0.2860745,0,0,0.9582074,sm1796_KeyPick01A_DetailSearchItem,natives/stm/ch8/leveldesign/itemset/chapter8/c08_labo02/normal.scn.20,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mesh,Props/sm1796_KeyPick01A/sm1796_KeyPick01A.mdf2,NotAHero
FALSE,,,Glasses_End,TRUE,1,-1,-1,,3,2204eb8d-aec1-4180-8b5d-989201837297,366e2703-281f-001d-3308-c3493227bece,41.66507,-1.04698,26.03632,0,0,0,1,wp1260_Glasses_GetEnd,natives/stm/environment/scene/chapter3/c03_leftarea1fpuzzleroom1.scn.20,Weapon/wp1260_Glasses/wp1260_Glasses.mesh,Weapon/wp1260_Glasses/wp1260.mdf2,
FALSE,,,GrenadeLauncher,TRUE,1,-1,-1,Madhouse,3,ac4dc3f8-5829-48e1-8dc4-933c07c03c13,ae9e89e5-25fd-0ea4-39c8-66bf69534217,17.70483,-0.5353747,39.03359,0.325629,-0.3785553,-0.6051535,0.620041,wp1110_PortableCannon_Get,natives/stm/leveldesign/itemset/chapter3/gardenarea/hard.scn.20,Weapon/wp1110_PortableCannon/wp1110_PortableCannon.mesh,Weapon/wp1110_PortableCannon/wp1110.mdf2,
FALSE,,,GrenadeLauncher,TRUE,1,-1,-1,Normal,3,a1c16bbd-39a1-4d41-9cbe-bd8748b27acc,a31221a0-4475-0b04-28b2-4804262104c8,-22.45416,0.9250416,3.520607,0.1434762,-0.6183195,-0.46108,0.6200832,wp1110_PortableCannon_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/normal.scn.20,Weapon/wp1110_PortableCannon/wp1110_PortableCannon.mesh,Weapon/wp1110_PortableCannon/wp1110.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,64eceb44-8697-4545-9606-90834dc4d517,b5f92d94-2b56-4522-b039-2e7571a1b9f9,4.106625,-0.7960182,37.03559,-0.07877118,0.003693638,0.08946984,0.9928643,Gunpowder,natives/stm/leveldesign/itemset/chapter3/gardenarea/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,ff53be36-285d-431b-9db1-0dbe2d91e047,23c25b35-8b3f-4d6c-b523-2f4673a900d9,25.76957,1.017283,15.79791,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/gardenarea/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,0c9e9b8e-c8cc-4fe6-a3dd-4adc8e4a2aa0,5bf62e29-55b0-0ffc-3a00-d24ff3058f8b,28.51832,-1.952093,84.78107,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/greenhouse/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,49d13887-beda-46ec-a68c-404a3614da2f,1eb98d20-23a6-06f6-3f51-d8d94b5b7f04,16.2068,1.747557,79.12358,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/greenhouse/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,e5cd4275-90eb-49a4-9dd2-134ebfcb89b9,b2a5f7d2-0d97-09be-040f-8bddc2842c92,-19.41454,-4.326077,-2.555775,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,3f494424-797a-4bc0-bb1a-c84a460772b4,6821f183-e406-0bda-22c7-50d93b48d79f,-43.26292,-5.239312,10.9294,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Depressant,TRUE,1,-1,-1,,9,59d41b3d-3c41-469a-8c74-92c641a2a934,66ae0c73-ecc8-4a71-97a7-c761ff6eb9c4,-0.02828217,0.1627905,-0.07638073,-0.007096351,0.8680691,-0.007730282,0.4963324,sm1928_Depressant_Get,natives/stm/ch9/environment/scene/chapter9/c09_gardenarea1.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,EndOfZoe
FALSE,,,DepressantAmpoules,TRUE,1,-1,-1,,8,15874964-2393-4e0a-8f3b-84035b7f19ac,37eba8fc-12e4-0dfc-0c47-caddd2336559,0,0,0,0,0,0,1,sm1928_DepressantAmpoules_Get,natives/stm/ch8/scenes/residentweapons.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,NotAHero
FALSE,,,DepressantAmpoules,TRUE,1,-1,-1,,8,13a8f9df-d5ed-40c8-b6bd-1c15b2f5b3d6,5c0546dc-1b25-0cdb-097e-97b367313346,0,0,0,0,0,0,1,sm1928_DepressantAmpoules_Item,natives/stm/ch8/scenes/residentweapons.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,NotAHero
FALSE,,,DepressantAmpoules,TRUE,1,-1,-1,Normal,8,1c71fabc-cd79-444d-a0de-236ad312dba1,3e1d1b24-fc0e-07bb-23a2-6db45a5ea754,42.992,-82.27676,-227.4487,0,0,0,1,sm1928_DepressantAmpoules_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_storage01/normal.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,NotAHero
FALSE,,,DepressantAmpoules,TRUE,1,-1,-1,Madhouse,8,d97d85bb-b028-4f2f-a15c-ec60be0307d7,edcd72c7-4395-45a8-aa0f-1bfe442ab149,42.992,-82.27676,-227.4487,0,0,0,1,sm1928_DepressantAmpoules_Get,natives/stm/ch8/leveldesign/itemset/chapter8/c08_storage01/hard.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,NotAHero
FALSE,,,DepressantAmpoules,TRUE,1,-1,-1,,8,b63aa4a8-b6e7-07ae-002c-3f8eb597a3d1,94564530-8790-4458-8350-71503cdbdf24,0.007049203,0.1790957,0.01726544,0.5276902,0.003675901,0.01763628,0.8492458,sm1928_DepressantAmpoules_Get,natives/stm/ch8/environment/scene/chapter8/c08_mine01.scn.20,Props/sm1928_Depressant/sm1928_Depressant.mesh,Props/sm1928_Depressant/sm1928_Depressant.mdf2,NotAHero
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,5fef04d8-2438-44a6-b6ed-d804a52d1774,0887b17f-b944-04bc-2f30-4097d862b25f,47.94684,4.894766,34.02028,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/lucasarea/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,EasyBoots,TRUE,1,-1,-1,,7,1b87939f-0c39-0b08-0ed0-259e3ded7804,a5d01934-18c7-483a-9dba-ff0da69a7b6f,0,0,0,0,0,0,1,sm9356_EasyBoots_DetailSearchItem,natives/stm/scenes/imd/randomitemboxset_imd.scn.20,Props/sm9356_EasyBoots/sm9356_EasyBoots.mesh,Props/sm9356_EasyBoots/sm9356_EasyBoots.mdf2,EthanMustDie
FALSE,,,EasyBoots_IMD,TRUE,1,-1,-1,,7,b0736458-c429-46c0-9a3c-57fce634bd31,469c909b-836d-0e10-3dd7-5d2b0dcbae93,0,0,0,0,0,0,1,sm9356_EasyBoots_IMD_DetailSearchItem,natives/stm/scenes/imd/randomitemboxset_imd.scn.20,Props/sm9356_EasyBoots/sm9356_EasyBoots.mesh,Props/sm9356_EasyBoots/sm9356_EasyBoots.mdf2,EthanMustDie
FALSE,,,EasyBootsCh8,TRUE,1,-1,-1,,8,cf6cf30a-9435-4d4b-bc4a-1b48a97c4eaf,806915ff-f458-024f-2bff-aa407ac12332,0,0,0,0,0,0,1,sm9356_EasyBoots_Item,natives/stm/ch8/scenes/residentweapons.scn.20,,,NotAHero
FALSE,,,EntranceHallKey,TRUE,1,-1,-1,,7,3463277a-19ba-062b-2b8d-7d1f666496a2,e8c2197b-8a1e-097a-0cc7-fe7065a28d58,0,0,0,0,0,0,1,sm1640_EntranceKey01B_DetailSearchItem,natives/stm/scenes/birthday/stage3/copyasset/c03_mainhouse1fgarage/c03_mainhouse1fgarage.scn.20,Props/sm1640_EntranceKey01B/sm1640_EntranceKey01B.mesh,Props/sm1640_EntranceKey01B/sm1640_EntranceKey01B.mdf2,Jacks55thBirthday
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,1487aba5-4403-4005-ab31-594e921fbd7f,35c3dd12-b069-4f9f-aa93-756183f53125,-37.62587,-2.058124,86.08115,0,-0.3248634,0,0.945761,_sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/oldhouse/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,9224c905-8e2c-4d6b-8eee-40c26ba468f0,c54c7ca2-1350-0d71-1733-d85116ebcddb,-40.96558,-1.960753,106.2549,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/oldhouse/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,fff2a34e-44cc-446b-8f0a-43147db2f21e,a89a16e9-d9b0-0471-16d7-db8700fd5735,112.8603,-1.981227,79.72756,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/boatshed/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Madhouse,3,1ce1b7fe-0794-424a-bf42-27937792c293,4b890259-9ae8-0250-269f-bf000add67b8,28.95596,1.154784,8.504668,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/hard.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,4f94a4b8-2bcd-41ee-88ee-b222644905e6,c5fad727-4c6f-4e72-aba6-8b4a5b30274e,110.7392,-2.492949,81.31716,0,0,0,1,sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/boatshed/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,43912766-6d20-4efc-beee-9c9a37eca76e,37a81e50-ac4b-403b-994d-d3b179ddecac,85.29994,-0.6158764,-13.14523,0,0,0,1,_sm2183_Gunpowder01A_Get,natives/stm/leveldesign/itemset/chapter3/cowshed/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,ec7685e4-5015-4742-9bde-8a9d1a106cd8,116d54d7-8db2-0702-2f8d-78aa66c68962,8.760775,-0.002209127,-2.998479,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,d853a9c3-7eac-4eea-bcac-b14a09962a07,254878f0-a30b-0eaa-08ff-437d7540cfbd,-26.47562,-5.190487,15.76975,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,6db0f7a3-a7cb-4474-8af0-e58e4ae88d89,e5fd7e48-b067-47ab-af97-54fcc2402a37,-1.614917,-6.842694,16.05614,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,5ea9b13b-956d-44c1-bf78-eda3b4ec544b,12f64624-3227-4c81-92d1-b50f26c5f943,-10.33279,0.5355114,-3.59453,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Gunpowder,TRUE,1,-1,-1,Normal,3,bbc891cd-04b6-46bf-ba53-d7744bad4b7a,972f0aca-8f47-4830-b78b-b786bd6d8448,-20.42893,0.9951224,1.02413,0,0,0,1,Gunpowder,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/normal.scn.20,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mesh,Props/sm2183_Gunpowder01A/sm2183_Gunpowder01A.mdf2,
FALSE,,,Handgun_G17,FALSE,1,-1,-1,,3,10ac9ed7-b065-4770-9144-43e33bf0a906,c99814c3-31b0-4896-badf-10ac5159095c,0,0,0,0,0,0,1,wp1210_Handgun_Get_After,natives/stm/animation/ingame/c03/event_c03_1.scn.20,Weapon/wp1210_Handgun/wp1210_Handgun.mesh,Weapon/wp1210_Handgun/wp1210.mdf2,
FALSE,,,Handgun_G17,TRUE,1,-1,-1,,3,626dfcea-18f0-4418-b94c-b39f4fa7599e,c57de24d-56f9-4bfa-bab9-9c313b269fb9,0,0,0,0,0,0,1,ItemObj,natives/stm/animation/ingame/c03/event_c03_1.scn.20,,,
FALSE,,,Handgun_G17,FALSE,1,-1,-1,,3,e0484e9e-f093-4750-b3fb-5877024ebcf6,64374ba6-0abe-437d-862f-ceea453785e1,0,0,0,0,0,0,1,wp1210_Handgun_Get,natives/stm/animation/ingame/c03/event_c03_1.scn.20,Weapon/wp1210_Handgun/wp1210_Handgun.mesh,Weapon/wp1210_Handgun/wp1210.mdf2,
FALSE,,,Handgun_G17,TRUE,1,-1,-1,,3,85bdfdb6-206e-472e-aeed-8f85a7872535,aa14f8ab-cc25-0d20-125d-5e0cd5b0bbe9,0,0,0,0,0,0,1,wp1210_Handgun_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/mainhouse_west.scn.20,Weapon/wp1210_Handgun/wp1210_Handgun.mesh,Weapon/wp1210_Handgun/wp1210.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,f50ea764-9cab-495b-9454-229aa6d49a00,f49d379d-8421-079d-2066-3736d8603f52,17.51174,-1.767819,81.1284,0,0.2780914,0,0.9605547,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/greenhouse/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,f144cf25-a0a5-4362-bf7f-fec9dc772c61,f0d75fdc-b82f-0da4-0b4d-eb65a2c38933,38.33088,1.755766,77.77845,0,0.2737875,0,0.9617902,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/greenhouse/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,dafbb82e-9755-4985-88fe-c9fded7ede80,db6828d7-8fdf-0743-3ccc-dc5193ca7bd2,-33.22358,-5.962449,6.387274,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,8c29cd92-f882-418c-b469-170b6406d585,8dba5d6b-e008-0f4a-005b-02a71ab270d7,-42.30789,-5.059235,4.701205,-0.4166392,0.5545185,0.3760056,0.6144435,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,e28e076a-dc49-45ef-a187-5ca3678c1849,e31d9793-c4c3-0b29-15b5-490f1938bd1b,-32.8286,-5.251562,7.284778,0,0.6879606,0,0.7257481,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,6,-1,-1,Madhouse,3,c21561bb-2aca-44fd-84b5-15e067916284,c386f142-3240-0a3b-3087-004c1925c7d6,-7.810399,-7.602743,18.49138,0,0.7296938,0,0.6837741,_wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,6,-1,-1,Madhouse,3,7b4199d9-2978-4f40-ad89-8b6c3810d19c,7ad20920-31f2-0186-19bb-9ec046a474ce,-18.52862,0.0009586811,-0.2089987,0,0,0,1,_wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,2ceb8b02-3d68-4559-b561-e7d21150c9f4,2d781bfb-25e2-0b9f-0153-f27e6fe46ca6,-31.17235,-4.348834,17.0725,0,-0.2734026,0,0.9618997,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_east/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,5,-1,-1,,3,3e6a9272-9495-44b5-963e-299206d95e16,3ff9028b-8c1f-0a73-220c-3c3e786dfb44,-4.648896,0.004823029,5.22007,0.01030881,-0.7070318,0.01030881,0.7070315,wp1011_HandgunBullet_Get,natives/stm/environment/scene/chapter3/c03_mainhouse1fliving.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,6f3733d4-5602-4352-add6-8956c6aa6c54,6ea4a32d-4e88-0d94-19e4-9cfab81ec906,29.08321,4.992281,18.6705,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/lucasarea/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,d955f5ab-aff9-41b5-8ebe-60166bffee58,d8c66552-b773-0f73-3a8c-75ba154b4b0a,45.26696,4.013221,25.64223,0,-0.6924195,0,0.7214952,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/lucasarea/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,5,-1,-1,Madhouse,3,8673f942-32b4-4d69-9ba3-7792721f200b,87e069bb-2a3e-03af-2f91-623e0cab8559,36.6075,5.180277,20.40457,0,-0.6313211,0,0.7755216,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/lucasarea/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,d011e131-bec1-46e6-add5-6e543227905c,d18271c8-a64b-0820-19e7-7bf84c93350e,3.660541,-0.7151923,36.9165,0,0,-0.2253182,0.9742852,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/gardenarea/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,15,-1,-1,Normal,3,3048e44e-b24e-4c76-bcd0-2b960e19a766,353dc29a-3ed7-42b9-93c2-709bdbefc8fd,38.33088,1.755766,77.77845,0,0.2737875,0,0.9617902,_wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/greenhouse/normal.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,9a21632c-11af-4539-b728-2f11a93f7706,9bb2f3d5-0925-0bff-031a-3abdd78bd254,59.52089,-2.209436,98.20547,0,0.5001959,0,0.8659123,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/boatshed/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,e4b621b7-915f-4a9a-9414-100a303df290,e525b14e-89d5-045c-2026-05a64e8957c2,108.4175,-2.836822,73.63445,0,0.4051878,0,0.9142335,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/boatshed/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,5,-1,-1,Madhouse,3,3c32df73-0938-4ebe-9e45-e850b3d78e1c,3da14f8a-11b2-0078-2a77-fdfccd632b4e,8.351192,0.001127362,-1.126025,0,0.4320285,0,0.9018599,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,c26d9ebb-16e9-49f4-9e94-039e7d354485,c3fe0e42-0e63-0732-2aa6-16320381e1d7,10.09474,7.976724,2.297531,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,HandgunBullet,TRUE,10,-1,-1,Madhouse,3,1115a66b-5a42-45ce-be2a-ffa581e40b2c,10863692-42c8-0b08-0a18-ea09ff50ae7e,25.91805,4.589536,10.90693,0,0,0,1,wp1011_HandgunBullet_Get,natives/stm/leveldesign/itemset/chapter3/mainhouse_west/hard.scn.20,Weapon/wp1011_HandgunBullet/wp1011_HandgunBullet.mesh,Weapon/wp1011_HandgunBullet/wp1011.mdf2,
FALSE,,,FlameBulletS,TRUE,1,-1,-1,,7,30df9797-4b1d-4215-a91f-9434cb7dec8b,6d29c907-63f5-07fd-1777-20f42c6d9b10,33.42775,1.953767,8.291829,0,-0.3826834,0,0.9238796,wp1111_FlameBullet_Get,natives/stm/scenes/birthday/stage3/stage3_setb.scn.20,Weapon/wp1111_FlameBullet/wp1111_FlameBullet.mesh,Weapon/wp1111_FlameBullet/wp1111.mdf2,Jacks55thBirthday
