SceneFile,Label,MaxEnemies,Comment
natives/stm/environment/scene/chapter4/c04_ship2fcorridorcpast.scn.20,Ship / 2F / Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship2fkitchen.scn.20,Wrecked Ship / 2F / Kitchen,1,Small room
natives/stm/environment/scene/chapter4/c04_ship2fkitchenpast.scn.20,Ship / 2F / Kitchen Past,1,Small room
natives/stm/environment/scene/chapter4/c04_ship2freceptionroom.scn.20,Wrecked Ship / 2F / Lounge,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship2freceptionroompast.scn.20,Ship / 2F / Lounge Past,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship2frestaurant.scn.20,Wrecked Ship / 2F / Dining Room,1,Small room
natives/stm/environment/scene/chapter4/c04_ship2frestaurantpast.scn.20,Ship / 2F / Dining Room Past,1,Small room
natives/stm/environment/scene/chapter4/c04_ship2fshaft.scn.20,Wrecked Ship / 2F / Shaft,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship2fshaftpast.scn.20,Ship / 2F / Shaft Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship2ftearoom.scn.20,Wrecked Ship / 2F / Break Room,1,Small room
natives/stm/environment/scene/chapter4/c04_ship2ftearoompast.scn.20,Ship / 2F / Break Room Past,1,Small room
natives/stm/environment/scene/chapter4/c04_ship3fcorridor01.scn.20,Wrecked Ship / 3F / Corridor at the back,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor01past.scn.20,Wrecked Ship / 3F / Corridor at the back / Evie cutscene,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor02.scn.20,Wrecked Ship / 3F / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor02past.scn.20,Ship / 3F / Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor03.scn.20,Wrecked Ship / 3F / Broken Elevator Door Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor03past.scn.20,Ship / 3F / Broken Elevator Door Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor04.scn.20,Wrecked Ship / 3F / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fcorridor04past.scn.20,Ship / 3F / Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3felectricdistributionroom.scn.20,Wrecked Ship / 3F / Control Room,1,Small room
natives/stm/environment/scene/chapter4/c04_ship3felectricdistributionroompast.scn.20,Ship / 3F / Control Room Pest,1,Small room
natives/stm/environment/scene/chapter4/c04_ship3finfirmary.scn.20,Wrecked Ship / 3F / Sick Bay,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship3finfirmarypa.scn.20,Ship / 3F / Sick Bay Past,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship3finfirmarypast.scn.20,Ship / 3F / Sick Bay Past,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship3fsecurityroom.scn.20,Wrecked Ship / 3F / Security,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship3fsecurityroompast.scn.20,Ship / 3F / Security Past,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship3fshaft.scn.20,Wrecked Ship / 3F / Shaft,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fshaftpast.scn.20,Ship / 3F / Shaft Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship3fshowerroom.scn.20,Wrecked Ship / 3F / Shower Room,1,Small room
natives/stm/environment/scene/chapter4/c04_ship3fshowerroompast.scn.20,Ship / 3F / Shower Room Past,1,Small room
natives/stm/environment/scene/chapter4/c04_ship4fbridge.scn.20,Wrecked Ship / 4F / Bridge,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_ship4fcabina.scn.20,Wrecked Ship / 4F / Captain's Cabin,5,Default playable area
natives/stm/environment/scene/chapter4/c04_ship4fcorridora.scn.20,Wrecked Ship / 4F / Corridor with staircase leading downwards,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship4fcorridorb.scn.20,Wrecked Ship / 4F / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_ship4fcorridorc.scn.20,Wrecked Ship / 4F / Broken Elevator Door Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1corridor01.scn.20,Wrecked Ship / S3 / L Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1corridor02.scn.20,Wrecked Ship / S3 / Straight Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1corridor03.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1corridor04.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1corridor05.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1flashback.scn.20,Wrecked Ship / S2 / Workshop / Flashback,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb1ladde.scn.20,Wrecked Ship / S2 / Maintenance Access,5,Default playable area
natives/stm/environment/scene/chapter4/c04_shipb1outside01.scn.20,Wrecked Ship / S3 / Entrance,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1outside02.scn.20,Wrecked Ship / S3 / Entrance,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1pipingspace.scn.20,Wrecked Ship / S2 / Workers Access Passage 1,5,Default playable area
natives/stm/environment/scene/chapter4/c04_shipb1room01.scn.20,Wrecked Ship / S2 / Locker Jumpscare,5,Default playable area
natives/stm/environment/scene/chapter4/c04_shipb1room02.scn.20,Wrecked Ship / S2 / ?,5,Default playable area
natives/stm/environment/scene/chapter4/c04_shipb1stairs.scn.20,Wrecked Ship / S2 / Moldy Stairwell,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb1workshop.scn.20,Wrecked Ship / S2 / Workshop,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2corridor01.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor01past.scn.20,Ship / S2 / Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor02.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor03.scn.20,Wrecked Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor03past.scn.20,Ship / S2 / Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor04.scn.20,Wrecked Ship / S2 / Moldy Corridor,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2corridor04past.scn.20,Ship / S2 / Moldy Corridor Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipb2engineroom01.scn.20,Wrecked Ship / S2 / No. 2 Engine Room / Evie,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2engineroom01past.scn.20,Ship / S2 / No. 2 Engine Room / Evie,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2storage01.scn.20,Wrecked Ship / S2 / Store Room,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2storage01past.scn.20,Ship / S2 / Store Room Past,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2storage02.scn.20,Wrecked Ship / S2 / Pressure Gauge Room / Near Swamp Exit,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_shipb2storage03.scn.20,Wrecked Ship / S2 / No. 1 Engine Room,1,Small room
natives/stm/environment/scene/chapter4/c04_shipb2storage03past.scn.20,Ship / S2 / No. 1 Engine Room,1,Small room
natives/stm/environment/scene/chapter4/c04_shipelevatorshaft01a.scn.20,Wrecked Ship / Elevator Shaft,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipstairs.scn.20,Wrecked Ship / Staircase,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_shipstairspast.scn.20,Ship / Staircase Past,10,Connector or medium area
natives/stm/environment/scene/chapter4/c04_swamp01.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_swamp02.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_swamp03.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_swamp04.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_tankerback.scn.20,Wrecked Ship / Back,5,Default playable area
natives/stm/environment/scene/chapter4/c04_tankerbrokenparts.scn.20,,0,Environment support scene
natives/stm/environment/scene/chapter4/c04_tankercenter.scn.20,Wrecked Ship / Exterior Center,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_tankerfront.scn.20,Wrecked Ship / Exterior Front,99,Large or combat-capable area
natives/stm/environment/scene/chapter4/c04_tankerstern.scn.20,Wrecked Ship / Exterior Stern,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_2f.scn.20,Derelict House Footage / Guest House / 2F / Stairs,4,Connector or medium area
natives/stm/environment/scene/ff000/c01_b1a.scn.20,Derelict House Footage / Guest House / B / André,5,Default playable area
natives/stm/environment/scene/ff000/c01_b1b.scn.20,Derelict House Footage / Guest House / B / Water Corridor,4,Connector or medium area
natives/stm/environment/scene/ff000/c01_b1c.scn.20,Derelict House Footage / Guest House / B / Water Corridor,4,Connector or medium area
natives/stm/environment/scene/ff000/c01_corridor01.scn.20,Derelict House Footage / Guest House / 1F / Entrance Corridor,4,Connector or medium area
natives/stm/environment/scene/ff000/c01_corridor02.scn.20,Derelict House Footage / Guest House / 1F / Corridor at the back,4,Connector or medium area
natives/stm/environment/scene/ff000/c01_kitchen01.scn.20,Derelict House Footage / Guest House / 1F / Kitchen,1,Small room
natives/stm/environment/scene/ff000/c01_living01.scn.20,Derelict House Footage / Guest House / 1F / Living Room,1,Small room
natives/stm/environment/scene/ff000/c01_outside01.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_outside10.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_outside11.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_outsidea.scn.20,Derelict House Footage / Main House / Exterior,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_outsideb.scn.20,Derelict House Footage / Guest House / Exterior,99,Large or combat-capable area
natives/stm/environment/scene/ff000/c01_shadow01.scn.20,,0,Environment support scene
natives/stm/environment/scene/ff010/c01_corridor01.scn.20,C04 Flashback / Corridor,4,Connector or medium area
natives/stm/environment/scene/ff010/c01_corridor02.scn.20,C04 Flashback / Corridor,4,Connector or medium area
natives/stm/environment/scene/ff010/c01_kitchen01.scn.20,C04 Flashback / Kitchen,1,Small room
natives/stm/environment/scene/ff030/c03_gardenarea1.scn.20,Terrain,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhouse1fbridge01.scn.20,Mia VHS / Old House / Entrance Bridge,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhouse1fbridge02.scn.20,Mia VHS / Old House / Bridges,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhouse1fbridgestorag01.scn.20,Mia VHS / Old House / Bridges / Storage Room,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhouse1fbridgewc01.scn.20,Mia VHS / Old House / Bridges / Toilet,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhouse1fentrance01.scn.20,Mia VHS / Old House / Entrance Area,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse1fhallway01.scn.20,Mia VHS / Old House / Corridor / Mia Hide Spot,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse1fhole01.scn.20,Mia VHS / Old House / Hole Area,5,Default playable area
natives/stm/environment/scene/ff030/c03_oldhouse1fhollway01.scn.20,Mia VHS / Old House / Corridor behind Insect Nest,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse1fkitchen01.scn.20,Mia VHS / Old House / Kitchen,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse1fpuzzle01.scn.20,Mia VHS / Old House / Shadow Puzzle Room,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse1froom01.scn.20,Mia VHS / Old House / Room with Insect Nest,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse1froom02.scn.20,Mia VHS / Old House / Room with TVs,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse1fstairs01.scn.20,Mia VHS / Old House / Altar,5,Default playable area
natives/stm/environment/scene/ff030/c03_oldhouse1fstorage.scn.20,Mia VHS / Old House / Storage Room / Unused?,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse1funderfloor01.scn.20,Mia VHS / Old House / Underground Tunnel,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse1fwallinside01.scn.20,Mia VHS / Old House / Centipide Wall,5,Default playable area
natives/stm/environment/scene/ff030/c03_oldhouse2fhallway01.scn.20,Mia VHS / Old House / Corridor,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse2fhallway02.scn.20,Mia VHS / Old House / Corridor,4,Connector or medium area
natives/stm/environment/scene/ff030/c03_oldhouse2fkidsroom01.scn.20,Mia VHS / Old House / Child's Room 1,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouse2fkidsroom02.scn.20,Mia VHS / Old House / Child's Room 2,1,Small room
natives/stm/environment/scene/ff030/c03_oldhouseoutside.scn.20,Mia VHS / Old House / Exterior,99,Large or combat-capable area
natives/stm/environment/scene/ff030/c03_oldhousesaferoom01.scn.20,Mia VHS / Old House / Safe Room,1,Safe or hub scene
natives/stm/environment/scene/ff050/c04_shipelevator_ff.scn.20,Old Ship Videotape / Elevator,4,Connector or medium area
natives/stm/scenes/chapter/chapter4.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/aimap_c04_1.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/aimap_c04_2.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/aimap_c04_3.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_cullingcollision.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_cullingcollisionannex.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_cullingcollisioncave.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_cullingcollisionelevator.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_cullingcollisionship.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_loadcollision.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_shipelevator.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_soft_1.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_soft_2.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_soft_3.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/c04_souko.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/chapter4_1/hard.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/chapter4_2/hard.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/character_c04_1_2.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/player_c04.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/player_c04_pl0000.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/chapter/chapter4/player_c04_pl2000.scn.20,,0,Non-environment controller/helper scene
natives/stm/scenes/loadtempscene/loadtemp_chapter4.scn.20,,0,Non-environment controller/helper scene
